-4.813569928461938589e-03,-5.302577959316103493e-04,6.977219125945810637e-04
-3.218299709260463715e-03,7.861904799938201904e-03,-4.250531550496816635e-03
-6.763966521248221397e-04,1.012946572154760361e-02,-2.969253808259963989e-03
2.339622937142848969e-03,1.148208882659673691e-02,-3.552251728251576424e-03
8.584394236095249653e-04,8.076432161033153534e-03,-5.219225771725177765e-03
1.053751105684097231e-03,1.386187982495391347e-03,1.477263169363141060e-03
# New Segment
-7.264585061757651563e-03,-3.292809533714143575e-04,-1.521501541396396220e-03
-4.813569928461938589e-03,-5.302577959316103493e-04,6.977219125945810637e-04
2.690644727812873294e-04,4.453167966049578937e-03,7.608142914250493050e-04
-7.053297013044357300e-04,1.204928266815841198e-03,4.070149268954992294e-03
2.377244643867015839e-03,1.545888604596257210e-03,5.798578262329101562e-03
1.053751105684097231e-03,1.386187982495391347e-03,1.477263169363141060e-03
# New Segment
-7.264585061757651563e-03,-3.292809533714143575e-04,-1.521501541396396220e-03
-6.310325581580400467e-03,-5.360604263842105865e-04,-7.531368173658847809e-03
-5.952160339802503586e-03,-1.774876029230654240e-03,-4.868078045547008514e-03
-5.195150151848793030e-03,-1.961850794032216072e-03,-8.595417020842432976e-04
-3.956747706979513168e-03,8.278996101580560207e-04,-4.763231845572590828e-05
-1.672410639002919197e-03,1.318285940214991570e-04,2.693893387913703918e-03
2.690644727812873294e-04,4.453167966049578937e-03,7.608142914250493050e-04
1.053751105684097231e-03,1.386187982495391347e-03,1.477263169363141060e-03
-5.324595840647816658e-04,-1.900125062093138695e-03,1.062062801793217659e-03
-1.439873012714087963e-03,6.355738732963800430e-04,-7.002286147326231003e-04
-3.748648955176273837e-03,3.053829617177446828e-03,2.545330324210226536e-03
-6.291064175052774217e-03,8.785758659036623950e-04,1.655146237074707873e-03
-6.050745025277137756e-03,1.306053018197417259e-04,-1.687550218775868416e-03
-3.412701655179262161e-03,-8.518510730937123299e-05,-2.186890225857496262e-03
-2.506761578842997551e-03,-1.487404690124094486e-03,-4.852899350225925446e-03
-4.813569928461938589e-03,-5.302577959316103493e-04,6.977219125945810637e-04
# New Segment
